X;Y;Z
-12.322226754177741;-4.2832699293896983;21.428571428571427
-7.90953997166231;-5.968488159162578;21.428571428571427
-4.4226651640201089;-6.2947363976858224;21.428571428571427
-2.2776698022663582;-7.3481898275174977;21.428571428571427
0.0871031748691542;-7.6925994635308692;21.428571428571427
1.3544005051812202;-4.0434233937287063;21.428571428571427
2.9554216734320269;-4.01021311937664;21.428571428571427
3.4611523567169185;-2.4908026483406167;21.428571428571427
7.3219304533751393;-2.3607219034281517;21.428571428571427
4.26423187331408;0;21.428571428571427
7.3219304533751393;2.3607219034281517;21.428571428571427
8.04265692420098;5.7878617009211411;21.428571428571427
5.8785517382205565;7.9766097391342772;21.428571428571427
2.4434713656542169;7.29473242515554;21.428571428571427
0.0871031748691542;7.6925994635308692;21.428571428571427
-2.9336577305566482;9.46452987682605;21.428571428571427
-5.6964296735115116;8.10767305977031;21.428571428571427
-7.90953997166231;5.968488159162578;21.428571428571427
-9.359440505162862;3.2533900626430365;21.428571428571427
-7.0434630465913;-1.5192088922335871;14.285714285714285
-8.459752577334573;-3.6538956850490183;14.285714285714285
-7.5899700269352346;-5.2259661630327789;14.285714285714285
-6.4316766158756655;-6.5993865817768969;14.285714285714285
-5.9760630090324494;-9.1763303263893459;14.285714285714285
-4.6693741168895908;-11.623911248089446;14.285714285714285
-2.5980668901191879;-13.753850943695921;14.285714285714285
0.107472003798918;-12.526245132334678;14.285714285714285
2.216947924162266;-10.723968913069983;14.285714285714285
4.2556739762266549;-10.089975537879464;14.285714285714285
6.1326328332674462;-9.0724407895157348;14.285714285714285
7.7764773077006408;-7.7100433221711384;14.285714285714285
10.437912440183363;-6.9259188009970334;14.285714285714285
8.5212015696598762;-3.508203408607443;14.285714285714285
9.0399731838595763;-1.7880861785827238;14.285714285714285
7.2054401216677109;0;14.285714285714285
7.0684930900219536;1.3981318905062889;14.285714285714285
4.22925540972954;1.7411967224332265;14.285714285714285
6.0039528421641659;3.9838320265803921;14.285714285714285
5.1168250588888862;5.07311232515756;14.285714285714285
5.1606562069712743;7.6345264987677961;14.285714285714285
3.5811813485919872;8.4907895684344741;14.285714285714285
1.8655781907074329;9.0242997158392075;14.285714285714285
0.079060448507017864;9.2147770885909477;14.285714285714285
-1.7104625490451306;9.0549812377084944;14.285714285714285
-3.4349672368541819;8.55098634244478;14.285714285714285
-5.9760630090324494;9.1763303263893459;14.285714285714285
-7.6430418159217464;7.8423388824387334;14.285714285714285
-9.0194923908749178;6.2102435023023244;14.285714285714285
-10.053092927794344;4.3420835933996145;14.285714285714285
-10.704554077785737;2.3088718766314322;14.285714285714285
-15.290724433840293;-2.0428749656046534;7.1428571428571423
-13.677782952926067;-4.2305845139152769;7.1428571428571423
-12.783273249363038;-6.447287559032409;7.1428571428571423
-12.426107259181983;-9.1417421873535449;7.1428571428571423
-10.731939633452805;-11.081744607265572;7.1428571428571423
-9.3591789295873973;-13.615629313428814;7.1428571428571423
-6.9634057153377373;-14.983009466737196;7.1428571428571423
-4.6605046446253358;-16.978200384438875;7.1428571428571423
-1.7707661448432563;-17.516962610481638;7.1428571428571423
1.1683334449852985;-17.567429772111328;7.1428571428571423
4.0748650909607518;-17.12819506916021;7.1428571428571423
6.4449070694772415;-15.213243069856505;7.1428571428571423
8.8862125703601453;-13.928920201907541;7.1428571428571423
10.34515683514441;-11.443658588624514;7.1428571428571423
12.104929502747286;-9.5629636394923629;7.1428571428571423
13.52727053550025;-7.4156957661517842;7.1428571428571423
14.572531386925844;-5.0617112534987445;7.1428571428571423
14.117559686799085;-2.3820370119710566;7.1428571428571423
14.317108361562914;0;7.1428571428571423
13.006291232377738;2.1945341681798078;7.1428571428571423
12.459892504778891;4.3278944772359553;7.1428571428571423
10.558294083975785;5.7880927664487762;7.1428571428571423
9.4481296297275676;7.4640765226917862;7.1428571428571423
9.6011340522448432;10.620631654829161;7.1428571428571423
7.7002871366949952;12.070011178502872;7.1428571428571423
5.584790439272477;13.182932435014049;7.1428571428571423
3.5703972677179139;15.007726516278446;7.1428571428571423
0.95006992408456714;14.285550706083566;7.1428571428571423
-1.4399584844752293;14.244511623770135;7.1428571428571423
-4.083534712908417;14.876301156040324;7.1428571428571423
-6.9634057153377373;14.983009466737196;7.1428571428571423
-9.3591789295873973;13.615629313428814;7.1428571428571423
-12.248274601276117;12.647504146212766;7.1428571428571423
-14.181814204484525;10.433395310550429;7.1428571428571423
-15.720027857957254;7.9284497842757773;7.1428571428571423
-16.820037001540616;5.2024943155701129;7.1428571428571423
-16.376583126101362;2.1879481142446893;7.1428571428571423
-18.908200695146792;-1.8654614635661297;-3.5527136788005009E-15
-18.368658541443558;-4.8571991299361663;-3.5527136788005009E-15
-15.531628336544694;-6.9114774987293357;-3.5527136788005009E-15
-14.230531450592766;-9.300106162495684;-3.5527136788005009E-15
-11.826007491299446;-10.777084337413779;-3.5527136788005009E-15
-10.578067064655212;-13.308061360530942;-3.5527136788005009E-15
-7.8307789674819732;-13.952738109863668;-3.5527136788005009E-15
-6.1934199388183737;-16.90093339024348;-3.5527136788005009E-15
-3.6085876548294316;-18.654170984994551;-3.5527136788005009E-15
-0.618206990933628;-19.990443219607734;-3.5527136788005009E-15
2.5779254379737266;-19.833161634904506;-3.5527136788005009E-15
5.708062975668958;-19.168151112347722;-3.5527136788005009E-15
8.6920741011870639;-18.01243592131484;-3.5527136788005009E-15
10.880889723229039;-15.57582225216148;-3.5527136788005009E-15
13.225758273415707;-13.641089329418527;-3.5527136788005009E-15
