X;Y;Z
-7.5262001441207964;-3.2370913441279314;17.142857142857142
-5.7258256318843221;-5.8598097079042049;17.142857142857142
-3.0621727936099066;-7.59904906956569;17.142857142857142
0.063161481239542308;-8.1925856484311161;17.142857142857142
3.1789729481482603;-7.5509323910715436;17.142857142857142
1.56766607164442;-1.5556265966558578;17.142857142857142
5.0746518681720572;-2.0905399772426518;17.142857142857142
5.4883922035138726;0;17.142857142857142
7.5752158473166968;3.1206656094740191;17.142857142857142
3.8958101742443021;3.8658908502241043;17.142857142857142
2.12960017712279;5.05838433347946;17.142857142857142
0.063161481239542308;8.1925856484311161;17.142857142857142
-3.0621727936099066;7.59904906956569;17.142857142857142
-3.8357417564493144;3.9254979502507688;17.142857142857142
-7.5262001441207964;3.2370913441279314;17.142857142857142
-16.05313445027166;-3.4182787223311717;11.428571428571429
-13.640161187888459;-6.6583599985628661;11.428571428571429
-12.569929107744031;-10.553892046459932;11.428571428571429
-8.918378509164036;-12.282112190878321;11.428571428571429
-5.6825776554512588;-14.074660432557756;11.428571428571429
-2.2808178742580596;-16.25378801776699;11.428571428571429
1.5893230223364954;-15.095092163770051;11.428571428571429
5.193516018276199;-14.262368192903637;11.428571428571429
7.777748391338557;-11.527982697032092;11.428571428571429
10.335306527284549;-9.3042567725267666;11.428571428571429
11.112446217383367;-5.907731727812541;11.428571428571429
10.865130606256951;-2.7086328675217843;11.428571428571429
12.585219708135446;0;11.428571428571429
12.211476819833242;3.044271502464301;11.428571428571429
12.279010093731218;6.5279143851683372;11.428571428571429
9.3534036577798112;8.4203084929634286;11.428571428571429
7.777748391338557;11.527982697032092;11.428571428571429
4.75823913881609;13.067016315895513;11.428571428571429
1.3177811157302222;12.516038032583062;11.428571428571429
-1.9324851628927895;13.771465288677167;11.428571428571429
-5.6825776554512588;14.074660432557756;11.428571428571429
-8.1709149500545184;11.25272873488988;11.428571428571429
-10.650215334370511;8.9420729382833866;11.428571428571429
-13.640161187888459;6.6583599985628661;11.428571428571429
-14.8456977386486;3.1611728448037595;11.428571428571429
-19.744633004105928;-4.3007448551014029;5.7142857142857135
-17.472688917578505;-7.877314311682599;5.7142857142857135
-15.457154749087838;-11.332400709393466;5.7142857142857135
-12.071574625387878;-13.513845671725045;5.7142857142857135
-9.0037445047051143;-15.725123963565522;5.7142857142857135
-5.5437512900396406;-17.251485744992923;5.7142857142857135
-1.9486388190866264;-19.06698050369431;5.7142857142857135
1.9393997392197839;-18.016261194460533;5.7142857142857135
5.63662475342822;-17.22136464292393;5.7142857142857135
9.08834344504289;-15.676381986939976;5.7142857142857135
11.439529581771509;-12.668231988848515;5.7142857142857135
13.819824258174243;-10.017953695675025;5.7142857142857135
15.598188811332058;-6.9313378637565819;5.7142857142857135
16.697165585151851;-3.5428237604389614;5.7142857142857135
16.010838165927176;0;5.7142857142857135
16.697165585151851;3.5428237604389614;5.7142857142857135
14.631303235299798;6.5016847364522343;5.7142857142857135
13.819824258174243;10.017953695675025;5.7142857142857135
10.730426987682277;11.882965767750497;5.7142857142857135
8.5609798391405025;14.766738399841044;5.7142857142857135
4.9804284521939266;15.216513109385062;5.7142857142857135
